cps19_citizenship,cps19_yob,cps19_province,cps19_votechoice,cps19_education,cps19_gender,vote_liberal,age,age_bracket,province_q,education_q,income_bracket,sex
Canadian citizen,1974,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,46,2,5,2,1,0
Canadian citizen,1991,Alberta,Conservative Party,Master's degree,A woman,0,29,1,4,3,1,0
Canadian citizen,1976,Ontario,Liberal Party,Bachelor's degree,A woman,1,44,2,3,3,3,0
Canadian citizen,1968,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,52,2,3,2,1,0
Canadian citizen,1971,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,49,2,3,2,2,1
Canadian citizen,1967,Saskatchewan,Conservative Party,Bachelor's degree,A woman,0,53,2,4,3,3,0
Canadian citizen,1951,Alberta,Conservative Party,Completed secondary/ high school,A woman,0,69,3,4,2,1,0
Canadian citizen,1983,British Columbia,Liberal Party,Bachelor's degree,A man,1,37,1,5,3,1,1
Canadian citizen,1988,Ontario,Conservative Party,Bachelor's degree,A woman,0,32,1,3,3,3,0
Canadian citizen,1991,Ontario,Liberal Party,Bachelor's degree,A woman,1,29,1,3,3,1,0
Canadian citizen,1978,Newfoundland and Labrador,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,42,2,1,2,3,0
Canadian citizen,1970,Quebec,Liberal Party,Bachelor's degree,A woman,1,50,2,2,3,1,0
Canadian citizen,1953,Ontario,Conservative Party,Professional degree or doctorate,A woman,0,67,3,3,3,1,0
Canadian citizen,2001,Alberta,Conservative Party,Some university,A woman,0,19,1,4,2,1,0
Canadian citizen,1971,Ontario,Liberal Party,Completed secondary/ high school,A man,1,49,2,3,2,1,1
Canadian citizen,1989,Alberta,Liberal Party,Master's degree,A man,1,31,1,4,3,2,1
Canadian citizen,1992,Quebec,Conservative Party,Professional degree or doctorate,A woman,0,28,1,2,3,1,0
Canadian citizen,1988,Alberta,Liberal Party,Completed secondary/ high school,A woman,1,32,1,4,2,1,0
Canadian citizen,1987,British Columbia,Conservative Party,Bachelor's degree,A woman,0,33,1,5,3,1,0
Canadian citizen,1946,British Columbia,Liberal Party,Completed secondary/ high school,A woman,1,74,3,5,2,1,0
Canadian citizen,1964,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,56,2,3,2,1,1
Canadian citizen,1993,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,27,1,4,2,1,1
Canadian citizen,1943,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,77,3,3,2,1,0
Canadian citizen,1976,Newfoundland and Labrador,Liberal Party,Some university,A man,1,44,2,1,2,1,1
Canadian citizen,1962,Ontario,Liberal Party,Bachelor's degree,A woman,1,58,2,3,3,3,0
Canadian citizen,1990,Alberta,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,30,1,4,2,1,0
Canadian citizen,1962,Ontario,Liberal Party,Some secondary/ high school,A woman,1,58,2,3,1,1,0
Canadian citizen,1963,British Columbia,Liberal Party,Bachelor's degree,A woman,1,57,2,5,3,1,0
Canadian citizen,1966,Manitoba,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,54,2,4,2,1,0
Canadian citizen,1990,Ontario,Liberal Party,Master's degree,A woman,1,30,1,3,3,1,0
Canadian citizen,1992,Quebec,Conservative Party,Completed secondary/ high school,A woman,0,28,1,2,2,1,0
Canadian citizen,1979,Alberta,Conservative Party,Master's degree,A woman,0,41,2,4,3,3,0
Canadian citizen,1941,British Columbia,Liberal Party,Professional degree or doctorate,A woman,1,79,3,5,3,2,0
Canadian citizen,1974,Ontario,Conservative Party,Master's degree,A woman,0,46,2,3,3,1,0
Canadian citizen,1990,Alberta,Liberal Party,Bachelor's degree,A man,1,30,1,4,3,1,1
Canadian citizen,1957,Ontario,Liberal Party,Bachelor's degree,A man,1,63,3,3,3,1,1
Canadian citizen,1994,British Columbia,Liberal Party,Bachelor's degree,A man,1,26,1,5,3,1,1
Canadian citizen,1955,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,65,3,5,2,3,0
Canadian citizen,1980,British Columbia,Liberal Party,Master's degree,A woman,1,40,1,5,3,1,0
Canadian citizen,1951,Alberta,Conservative Party,Master's degree,A man,0,69,3,4,3,3,1
Canadian citizen,1962,Ontario,Liberal Party,Professional degree or doctorate,A woman,1,58,2,3,3,3,0
Canadian citizen,1980,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,40,1,3,2,1,0
Canadian citizen,1962,Alberta,Conservative Party,Master's degree,A woman,0,58,2,4,3,3,0
Canadian citizen,1988,Saskatchewan,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,32,1,4,2,1,0
Canadian citizen,1998,Newfoundland and Labrador,Conservative Party,Some secondary/ high school,A woman,0,22,1,1,1,1,0
Canadian citizen,1958,British Columbia,Conservative Party,Completed secondary/ high school,A woman,0,62,3,5,2,3,0
Canadian citizen,1951,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,69,3,3,2,1,1
Canadian citizen,1978,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,42,2,3,2,1,1
Canadian citizen,1960,Alberta,Liberal Party,Some university,A woman,1,60,2,4,2,3,0
Canadian citizen,1990,British Columbia,Liberal Party,Bachelor's degree,A man,1,30,1,5,3,1,1
Canadian citizen,1974,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,46,2,4,2,3,0
Canadian citizen,1984,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,36,1,3,2,2,0
Canadian citizen,1975,Alberta,Conservative Party,Completed secondary/ high school,A man,0,45,2,4,2,1,1
Canadian citizen,1993,Saskatchewan,Liberal Party,Some university,A man,1,27,1,4,2,1,1
Canadian citizen,1966,Manitoba,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,54,2,4,2,2,0
Canadian citizen,1974,Ontario,Liberal Party,Bachelor's degree,A man,1,46,2,3,3,2,1
Canadian citizen,1981,British Columbia,Conservative Party,Bachelor's degree,A woman,0,39,1,5,3,1,0
Canadian citizen,1962,Ontario,Conservative Party,Master's degree,A man,0,58,2,3,3,3,1
Canadian citizen,1990,Ontario,Liberal Party,Bachelor's degree,A man,1,30,1,3,3,3,1
Canadian citizen,1998,Alberta,Conservative Party,Some university,A man,0,22,1,4,2,3,1
Canadian citizen,1980,New Brunswick,Liberal Party,Completed secondary/ high school,A man,1,40,1,1,2,1,1
Canadian citizen,1947,British Columbia,Conservative Party,Bachelor's degree,A woman,0,73,3,5,3,3,0
Canadian citizen,1988,Ontario,Conservative Party,Professional degree or doctorate,A man,0,32,1,3,3,3,1
Canadian citizen,2000,Ontario,Liberal Party,Some university,A woman,1,20,1,3,2,3,0
Canadian citizen,1984,British Columbia,Conservative Party,Bachelor's degree,A man,0,36,1,5,3,2,1
Canadian citizen,1970,Ontario,Liberal Party,Professional degree or doctorate,A man,1,50,2,3,3,1,1
Canadian citizen,1959,British Columbia,Liberal Party,Completed secondary/ high school,A man,1,61,3,5,2,2,1
Canadian citizen,1990,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,30,1,3,2,2,0
Canadian citizen,1979,Alberta,Conservative Party,Completed secondary/ high school,A woman,0,41,2,4,2,1,0
Canadian citizen,1990,Ontario,Liberal Party,Bachelor's degree,A man,1,30,1,3,3,1,1
Canadian citizen,1956,Manitoba,Liberal Party,Master's degree,A man,1,64,3,4,3,2,1
Canadian citizen,1974,New Brunswick,Conservative Party,Bachelor's degree,A man,0,46,2,1,3,1,1
Canadian citizen,1951,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,69,3,3,2,1,1
Canadian citizen,1963,New Brunswick,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,57,2,1,2,1,0
Canadian citizen,1958,Ontario,Conservative Party,Bachelor's degree,A man,0,62,3,3,3,2,1
Canadian citizen,1956,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,64,3,3,2,2,0
Canadian citizen,1947,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,73,3,3,2,1,0
Canadian citizen,1957,Quebec,Liberal Party,Some university,A woman,1,63,3,2,2,2,0
Canadian citizen,1947,Ontario,Liberal Party,Professional degree or doctorate,A man,1,73,3,3,3,2,1
Canadian citizen,1957,Alberta,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,63,3,4,2,1,1
Canadian citizen,1954,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,66,3,3,2,2,1
Canadian citizen,1960,Manitoba,Conservative Party,Bachelor's degree,A man,0,60,2,4,3,1,1
Canadian citizen,1967,Newfoundland and Labrador,Liberal Party,Bachelor's degree,A man,1,53,2,1,3,3,1
Canadian citizen,1942,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,78,3,2,2,1,1
Canadian citizen,1963,New Brunswick,Liberal Party,Professional degree or doctorate,A man,1,57,2,1,3,3,1
Canadian citizen,1973,Ontario,Liberal Party,Bachelor's degree,A woman,1,47,2,3,3,3,0
Canadian citizen,1950,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,70,3,3,2,1,1
Canadian citizen,1949,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,71,3,3,2,1,0
Canadian citizen,1971,Ontario,Conservative Party,Bachelor's degree,A man,0,49,2,3,3,3,1
Canadian citizen,1946,Ontario,Liberal Party,Master's degree,A woman,1,74,3,3,3,3,0
Canadian citizen,1985,Saskatchewan,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,35,1,4,2,3,1
Canadian citizen,1945,Newfoundland and Labrador,Liberal Party,Bachelor's degree,A woman,1,75,3,1,3,1,0
Canadian citizen,1975,Ontario,Liberal Party,Bachelor's degree,A woman,1,45,2,3,3,3,0
Canadian citizen,1959,Quebec,Liberal Party,Some secondary/ high school,A woman,1,61,3,2,1,1,0
Canadian citizen,1954,Ontario,Liberal Party,Bachelor's degree,A woman,1,66,3,3,3,2,0
Canadian citizen,1965,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,55,2,3,2,1,0
Canadian citizen,1920,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,100,4,3,2,2,0
Canadian citizen,1952,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,68,3,3,2,1,0
Canadian citizen,1950,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,70,3,3,2,1,0
Canadian citizen,1947,Quebec,Conservative Party,Bachelor's degree,A man,0,73,3,2,3,1,1
Canadian citizen,1965,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,55,2,3,2,2,0
Canadian citizen,1988,Ontario,Liberal Party,Bachelor's degree,A man,1,32,1,3,3,3,1
Canadian citizen,1985,Ontario,Liberal Party,Some university,A man,1,35,1,3,2,3,1
Canadian citizen,1976,Ontario,Liberal Party,Bachelor's degree,A man,1,44,2,3,3,3,1
Canadian citizen,1952,Ontario,Conservative Party,Completed secondary/ high school,A man,0,68,3,3,2,1,1
Canadian citizen,1949,Ontario,Conservative Party,Some university,A woman,0,71,3,3,2,1,0
Canadian citizen,1951,Ontario,Conservative Party,Completed secondary/ high school,A man,0,69,3,3,2,1,1
Canadian citizen,1960,Ontario,Liberal Party,Master's degree,A woman,1,60,2,3,3,1,0
Canadian citizen,1955,Quebec,Liberal Party,Bachelor's degree,A woman,1,65,3,2,3,1,0
Canadian citizen,1959,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,61,3,3,2,1,0
Canadian citizen,1956,Ontario,Conservative Party,Some university,A woman,0,64,3,3,2,1,0
Canadian citizen,1994,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,26,1,2,2,1,0
Canadian citizen,1936,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,84,4,2,2,1,1
Canadian citizen,1952,Ontario,Liberal Party,Professional degree or doctorate,A man,1,68,3,3,3,1,1
Canadian citizen,1987,Ontario,Conservative Party,Bachelor's degree,A woman,0,33,1,3,3,1,0
Canadian citizen,1962,Ontario,Liberal Party,Completed secondary/ high school,A man,1,58,2,3,2,1,1
Canadian citizen,1983,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,37,1,3,2,1,0
Canadian citizen,1980,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,40,1,3,2,1,1
Canadian citizen,1958,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,62,3,3,2,1,0
Canadian citizen,1946,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,74,3,3,2,1,1
Canadian citizen,1981,Quebec,Liberal Party,Some university,A man,1,39,1,2,2,2,1
Canadian citizen,1960,Manitoba,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,60,2,4,2,1,1
Canadian citizen,1954,Alberta,Liberal Party,Some university,A man,1,66,3,4,2,1,1
Canadian citizen,1967,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,53,2,3,2,1,1
Canadian citizen,1992,Ontario,Conservative Party,Master's degree,A man,0,28,1,3,3,3,1
Canadian citizen,1959,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,61,3,3,2,1,0
Canadian citizen,1961,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,59,2,2,2,2,1
Canadian citizen,1959,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,61,3,4,2,3,1
Canadian citizen,1947,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,73,3,3,2,1,1
Canadian citizen,1954,Quebec,Liberal Party,Completed secondary/ high school,A man,1,66,3,2,2,1,1
Canadian citizen,1949,Manitoba,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,71,3,4,2,1,1
Canadian citizen,2001,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,19,1,3,2,1,0
Canadian citizen,1949,Quebec,Liberal Party,Professional degree or doctorate,A man,1,71,3,2,3,1,1
Canadian citizen,1957,New Brunswick,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,63,3,1,2,1,0
Canadian citizen,1948,Quebec,Liberal Party,Some university,A man,1,72,3,2,2,1,1
Canadian citizen,1990,Ontario,Conservative Party,Some university,A woman,0,30,1,3,2,1,0
Canadian citizen,1995,Quebec,Liberal Party,Professional degree or doctorate,A man,1,25,1,2,3,3,1
Canadian citizen,1959,Ontario,Conservative Party,Some secondary/ high school,A man,0,61,3,3,1,1,1
Canadian citizen,1951,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,69,3,3,2,1,0
Canadian citizen,1971,Ontario,Liberal Party,Completed secondary/ high school,A man,1,49,2,3,2,1,1
Canadian citizen,1962,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,58,2,4,2,3,0
Canadian citizen,1959,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,61,3,3,2,1,1
Canadian citizen,1978,Ontario,Liberal Party,Bachelor's degree,A man,1,42,2,3,3,2,1
Canadian citizen,1975,Quebec,Liberal Party,Some university,A woman,1,45,2,2,2,3,0
Canadian citizen,1964,New Brunswick,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,56,2,1,2,2,0
Canadian citizen,1990,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,30,1,3,2,1,0
Canadian citizen,1990,Quebec,Liberal Party,Some secondary/ high school,A woman,1,30,1,2,1,1,0
Canadian citizen,1961,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,59,2,3,2,1,0
Canadian citizen,1964,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,56,2,4,2,1,1
Canadian citizen,1976,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,44,2,2,2,1,0
Canadian citizen,1953,Manitoba,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,67,3,4,2,1,0
Canadian citizen,1990,Ontario,Liberal Party,Some secondary/ high school,A man,1,30,1,3,1,1,1
Canadian citizen,1964,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,56,2,4,2,2,0
Canadian citizen,1995,Quebec,Liberal Party,Master's degree,A man,1,25,1,2,3,3,1
Canadian citizen,1947,Ontario,Conservative Party,Professional degree or doctorate,A woman,0,73,3,3,3,3,0
Canadian citizen,1997,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,23,1,2,2,1,0
Canadian citizen,1992,Ontario,Liberal Party,Bachelor's degree,A woman,1,28,1,3,3,3,0
Canadian citizen,1988,Alberta,Conservative Party,Completed secondary/ high school,A man,0,32,1,4,2,2,1
Canadian citizen,1954,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,66,3,3,2,3,1
Canadian citizen,1960,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,60,2,3,2,1,0
Canadian citizen,1977,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,43,2,4,2,2,0
Canadian citizen,1977,Ontario,Conservative Party,Completed elementary school,A man,0,43,2,3,1,1,1
Canadian citizen,1971,Manitoba,Liberal Party,Bachelor's degree,A woman,1,49,2,4,3,1,0
Canadian citizen,1957,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,63,3,3,2,1,0
Canadian citizen,1988,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,32,1,2,2,2,1
Canadian citizen,1954,Alberta,Conservative Party,Completed secondary/ high school,A man,0,66,3,4,2,1,1
Canadian citizen,1991,Manitoba,Conservative Party,Bachelor's degree,A woman,0,29,1,4,3,1,0
Canadian citizen,1997,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,23,1,3,2,1,1
Canadian citizen,1968,Saskatchewan,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,52,2,4,2,3,0
Canadian citizen,1991,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,29,1,2,2,1,0
Canadian citizen,1950,Manitoba,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,70,3,4,2,1,1
Canadian citizen,1945,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,75,3,4,2,1,1
Canadian citizen,1993,New Brunswick,Liberal Party,Professional degree or doctorate,A woman,1,27,1,1,3,1,0
Canadian citizen,1993,Manitoba,Conservative Party,Completed secondary/ high school,A woman,0,27,1,4,2,1,0
Canadian citizen,1950,Ontario,Conservative Party,Some secondary/ high school,A woman,0,70,3,3,1,1,0
Canadian citizen,1958,Ontario,Conservative Party,Bachelor's degree,A man,0,62,3,3,3,1,1
Canadian citizen,1966,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,54,2,2,2,3,1
Canadian citizen,1958,Quebec,Liberal Party,Some university,A man,1,62,3,2,2,3,1
Canadian citizen,1993,Ontario,Conservative Party,Master's degree,A woman,0,27,1,3,3,1,0
Canadian citizen,1946,Newfoundland and Labrador,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,74,3,1,2,2,1
Canadian citizen,1968,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,52,2,2,2,1,0
Canadian citizen,1998,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,22,1,2,2,1,0
Canadian citizen,1947,Quebec,Liberal Party,Professional degree or doctorate,A man,1,73,3,2,3,1,1
Canadian citizen,1986,Quebec,Liberal Party,Professional degree or doctorate,A man,1,34,1,2,3,2,1
Canadian citizen,1960,New Brunswick,Liberal Party,Some university,A man,1,60,2,1,2,3,1
Canadian citizen,1948,Alberta,Conservative Party,Some secondary/ high school,A man,0,72,3,4,1,1,1
Canadian citizen,1955,Ontario,Liberal Party,Master's degree,A man,1,65,3,3,3,2,1
Canadian citizen,1994,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,26,1,4,2,1,0
Canadian citizen,1984,Ontario,Conservative Party,Bachelor's degree,A man,0,36,1,3,3,2,1
Canadian citizen,1956,British Columbia,Liberal Party,Completed secondary/ high school,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",1,64,3,5,2,1,0
Canadian citizen,1991,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,29,1,2,2,1,0
Canadian citizen,1987,Alberta,Conservative Party,Bachelor's degree,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",0,33,1,4,3,3,0
Canadian citizen,1971,Ontario,Conservative Party,Some university,A man,0,49,2,3,2,1,1
Canadian citizen,1946,British Columbia,Liberal Party,Master's degree,A man,1,74,3,5,3,1,1
Canadian citizen,1987,Ontario,Conservative Party,Master's degree,A woman,0,33,1,3,3,2,0
Canadian citizen,1984,Ontario,Conservative Party,Bachelor's degree,A woman,0,36,1,3,3,1,0
Canadian citizen,1990,Ontario,Conservative Party,Bachelor's degree,A man,0,30,1,3,3,1,1
Canadian citizen,1959,British Columbia,Liberal Party,Bachelor's degree,A woman,1,61,3,5,3,2,0
Canadian citizen,1959,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,61,3,3,2,3,0
Canadian citizen,1982,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,38,1,4,2,1,1
Canadian citizen,1970,Ontario,Liberal Party,Completed secondary/ high school,A man,1,50,2,3,2,1,1
Canadian citizen,1973,Quebec,Liberal Party,Bachelor's degree,A man,1,47,2,2,3,1,1
Canadian citizen,1957,Saskatchewan,Conservative Party,Completed secondary/ high school,A woman,0,63,3,4,2,1,0
Canadian citizen,1987,Ontario,Liberal Party,Master's degree,A woman,1,33,1,3,3,1,0
Canadian citizen,1998,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,22,1,3,2,0,0
Canadian citizen,1989,Quebec,Liberal Party,Some secondary/ high school,A woman,1,31,1,2,1,1,0
Canadian citizen,1985,Ontario,Conservative Party,Bachelor's degree,A woman,0,35,1,3,3,3,0
Canadian citizen,1951,Newfoundland and Labrador,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,69,3,1,2,1,1
Canadian citizen,1970,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,50,2,5,2,3,1
Canadian citizen,1995,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,25,1,4,2,1,0
Canadian citizen,1969,Ontario,Conservative Party,Bachelor's degree,A woman,0,51,2,3,3,2,0
Canadian citizen,1988,Alberta,Conservative Party,Bachelor's degree,A woman,0,32,1,4,3,1,0
Canadian citizen,1980,Ontario,Liberal Party,Completed secondary/ high school,A man,1,40,1,3,2,3,1
Canadian citizen,1960,Newfoundland and Labrador,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,60,2,1,2,1,0
Canadian citizen,1959,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,61,3,2,2,1,0
Canadian citizen,1943,Ontario,Liberal Party,Bachelor's degree,A woman,1,77,3,3,3,1,0
Canadian citizen,1995,Ontario,Liberal Party,Bachelor's degree,A woman,1,25,1,3,3,1,0
Canadian citizen,1953,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,67,3,2,2,3,0
Canadian citizen,1990,Manitoba,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,30,1,4,2,1,0
Canadian citizen,1950,Saskatchewan,Conservative Party,Professional degree or doctorate,A woman,0,70,3,4,3,1,0
Canadian citizen,1997,Quebec,Conservative Party,Some university,A man,0,23,1,2,2,3,1
Canadian citizen,1946,British Columbia,Conservative Party,Master's degree,A woman,0,74,3,5,3,1,0
Canadian citizen,1960,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,60,2,4,2,1,0
Canadian citizen,1993,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,27,1,3,2,1,1
Canadian citizen,1960,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,60,2,3,2,2,1
Canadian citizen,1976,Newfoundland and Labrador,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,44,2,1,2,1,0
Canadian citizen,1986,Ontario,Liberal Party,Bachelor's degree,A woman,1,34,1,3,3,1,0
Canadian citizen,1937,Ontario,Conservative Party,Some secondary/ high school,A man,0,83,4,3,1,2,1
Canadian citizen,1965,Ontario,Liberal Party,Some secondary/ high school,A woman,1,55,2,3,1,1,0
Canadian citizen,1966,Ontario,Liberal Party,Completed secondary/ high school,A man,1,54,2,3,2,1,1
Canadian citizen,1987,Saskatchewan,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,33,1,4,2,2,0
Canadian citizen,1947,Ontario,Conservative Party,Bachelor's degree,A man,0,73,3,3,3,2,1
Canadian citizen,1955,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,65,3,3,2,1,1
Canadian citizen,1961,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,59,2,3,2,1,1
Canadian citizen,1948,Ontario,Liberal Party,Completed secondary/ high school,A man,1,72,3,3,2,2,1
Canadian citizen,1987,Ontario,Liberal Party,Bachelor's degree,A woman,1,33,1,3,3,3,0
Canadian citizen,1990,Alberta,Conservative Party,Some university,A man,0,30,1,4,2,3,1
Canadian citizen,1951,Ontario,Liberal Party,Master's degree,A woman,1,69,3,3,3,3,0
Canadian citizen,1967,Alberta,Conservative Party,Master's degree,A man,0,53,2,4,3,1,1
Canadian citizen,1963,Ontario,Liberal Party,Some university,A man,1,57,2,3,2,3,1
Canadian citizen,1949,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,71,3,3,2,1,0
Canadian citizen,1956,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,64,3,4,2,1,1
Canadian citizen,1956,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,64,3,2,2,3,0
Canadian citizen,1959,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,61,3,3,2,1,0
Canadian citizen,1975,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,45,2,3,2,1,0
Canadian citizen,1988,Ontario,Liberal Party,Bachelor's degree,A man,1,32,1,3,3,1,1
Canadian citizen,1961,Newfoundland and Labrador,Conservative Party,Some secondary/ high school,A woman,0,59,2,1,1,1,0
Canadian citizen,1953,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,67,3,4,2,1,0
Canadian citizen,1989,Ontario,Liberal Party,Bachelor's degree,A man,1,31,1,3,3,1,1
Canadian citizen,1997,Ontario,Conservative Party,Bachelor's degree,A woman,0,23,1,3,3,2,0
Canadian citizen,1999,British Columbia,Liberal Party,Completed secondary/ high school,A man,1,21,1,5,2,1,1
Canadian citizen,1957,Alberta,Conservative Party,Bachelor's degree,A man,0,63,3,4,3,1,1
Canadian citizen,1949,Quebec,Liberal Party,Some university,A woman,1,71,3,2,2,1,0
Canadian citizen,1963,Manitoba,Liberal Party,Some university,A woman,1,57,2,4,2,2,0
Canadian citizen,1986,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,34,1,4,2,1,1
Canadian citizen,1963,British Columbia,Conservative Party,Professional degree or doctorate,A man,0,57,2,5,3,3,1
Canadian citizen,1965,Quebec,Conservative Party,Some university,A woman,0,55,2,2,2,2,0
Canadian citizen,1954,Saskatchewan,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,66,3,4,2,1,1
